,Drug1,Drug2,Drug1_ID,Drug2_ID,DepMap_ID,Tissue,Loewe score,Actuals,Proba
95,cyclophosphamide,Vorinostat,DB00531,DB02546,ACH-000657,ovary,-35.0674681803641,0.0,0.0074778799898922
96,5-Fluorouracil,Sorafenib,DB00544,DB00398,ACH-000657,ovary,0.735789691846414,1.0,0.7188081741333008
97,5-Fluorouracil,Lapatinib,DB00544,DB01259,ACH-000657,ovary,8.28053666926322,1.0,0.6729351878166199
98,5-Fluorouracil,Sunitinib,DB00544,DB01268,ACH-000657,ovary,7.74544380155793,1.0,0.4831542372703552
99,5-Fluorouracil,L-778123 free base,DB00544,DB07227,ACH-000657,ovary,7.74689247826882,1.0,0.820943295955658
100,methotrexate,Bortezomib,DB00563,DB00188,ACH-000657,ovary,-3.4195900160054,0.0,0.1456212550401687
101,methotrexate,geldanamycin,DB00563,DB02424,ACH-000657,ovary,-4.04860454288709,0.0,0.1067359372973442
102,vinblastine,Bortezomib,DB00570,DB00188,ACH-000657,ovary,-0.146833250140759,0.0,0.4471705257892608
103,vinblastine,Sorafenib,DB00570,DB00398,ACH-000657,ovary,2.95946367507448,1.0,0.6633367538452148
104,vinblastine,Vorinostat,DB00570,DB02546,ACH-000657,ovary,2.30030523473727,1.0,0.5458096265792847
105,vinblastine,L-778123 free base,DB00570,DB07227,ACH-000657,ovary,6.70496697663935,1.0,0.6490755677223206
106,vinblastine,Veliparib,DB00570,DB07232,ACH-000657,ovary,-10.3297974027266,0.0,0.3319890201091766
107,vinblastine,MK-1775,DB00570,DB11740,ACH-000657,ovary,5.39724223881659,1.0,0.7809549570083618
108,etoposide,Bortezomib,DB00773,DB00188,ACH-000657,ovary,3.5612349210048,1.0,0.785070538520813
109,etoposide,Sorafenib,DB00773,DB00398,ACH-000657,ovary,3.61602480729684,1.0,0.7258880734443665
110,etoposide,Lapatinib,DB00773,DB01259,ACH-000657,ovary,2.29885573353557,1.0,0.6781191825866699
111,etoposide,Sunitinib,DB00773,DB01268,ACH-000657,ovary,3.71408666738562,1.0,0.4680853486061096
112,etoposide,Vorinostat,DB00773,DB02546,ACH-000657,ovary,5.20101756641963,1.0,0.6616225838661194
113,etoposide,Veliparib,DB00773,DB07232,ACH-000657,ovary,3.82507165323084,1.0,0.0291445013135671
114,Lapatinib,391210-10-9,DB01259,DB07101,ACH-000657,ovary,13.7819146661149,1.0,0.928603172302246
115,Lapatinib,Veliparib,DB01259,DB07232,ACH-000657,ovary,9.29622041006092,1.0,0.3728508949279785
116,Lapatinib,Niraparib,DB01259,DB11793,ACH-000657,ovary,10.2088889518612,1.0,0.7301129102706909
117,Sunitinib,Niraparib,DB01268,DB11793,ACH-000657,ovary,4.08273454638653,1.0,0.7638453245162964
118,geldanamycin,7-Ethyl-10-hydroxycamptothecin,DB02424,DB05482,ACH-000657,ovary,2.97378802004348,1.0,0.9202163219451904
119,Vorinostat,Lapatinib,DB02546,DB01259,ACH-000657,ovary,4.3304646188132,1.0,0.5343108177185059
120,Vorinostat,Niraparib,DB02546,DB11793,ACH-000657,ovary,7.01969944883572,1.0,0.7677497267723083
121,Deforolimus,Sorafenib,DB06233,DB00398,ACH-000657,ovary,10.0759103585675,1.0,0.9248846173286438
122,Deforolimus,7-Ethyl-10-hydroxycamptothecin,DB06233,DB05482,ACH-000657,ovary,10.3505476673585,1.0,0.9601386785507202
123,391210-10-9,Dasatinib,DB07101,DB01254,ACH-000657,ovary,32.4694332388125,1.0,0.9573675990104676
124,391210-10-9,geldanamycin,DB07101,DB02424,ACH-000657,ovary,6.17158190841292,1.0,0.934965968132019
125,391210-10-9,7-Ethyl-10-hydroxycamptothecin,DB07101,DB05482,ACH-000657,ovary,2.30621182575219,1.0,0.9220467805862428
126,391210-10-9,Veliparib,DB07101,DB07232,ACH-000657,ovary,0.0756803268680786,1.0,0.2139118909835815
127,L-778123 free base,Sorafenib,DB07227,DB00398,ACH-000657,ovary,2.75086522436727,1.0,0.860710084438324
128,L-778123 free base,geldanamycin,DB07227,DB02424,ACH-000657,ovary,5.51023062616567,1.0,0.9473203420639038
129,MK-1775,Bortezomib,DB11740,DB00188,ACH-000657,ovary,-3.37359245669442,0.0,0.8455470204353333
130,MK-1775,391210-10-9,DB11740,DB07101,ACH-000657,ovary,18.8483087962855,1.0,0.9397028684616088
131,Niraparib,Erlotinib,DB11793,DB00530,ACH-000657,ovary,7.26352608811574,1.0,0.7637124061584473
132,Niraparib,7-Ethyl-10-hydroxycamptothecin,DB11793,DB05482,ACH-000657,ovary,14.3305284375702,1.0,0.8398662209510803
133,Doramapimod,391210-10-9,DB03044,DB07101,ACH-000880,stomach,-21.262718191814,0.0,0.3448059856891632
134,Ruxolitinib,PRT062607,DB08877,DB08361,ACH-000880,stomach,-9.26598649868161,0.0,0.2327786237001419
135,vinorelbine,Dasatinib,DB00361,DB01254,ACH-000713,ovary,2.19135325288014,1.0,0.6546593904495239
136,vinorelbine,Vorinostat,DB00361,DB02546,ACH-000713,ovary,-6.82155770259463,0.0,0.1794335395097732
137,vinorelbine,Veliparib,DB00361,DB07232,ACH-000713,ovary,-6.53357526281813,0.0,0.0061080176383256
138,gemcitabine,Erlotinib,DB00441,DB00530,ACH-000713,ovary,-5.43348971401579,0.0,0.3589278757572174
139,gemcitabine,Deforolimus,DB00441,DB06233,ACH-000713,ovary,-2.25279634165172,0.0,0.6933720707893372
140,gemcitabine,Niraparib,DB00441,DB11793,ACH-000713,ovary,1.81918717721644,1.0,0.1315930038690567
141,dexamethasone,Sorafenib,DB00443,DB00398,ACH-000713,ovary,14.7001500765599,1.0,0.0644759088754654
142,dexamethasone,Lapatinib,DB00443,DB01259,ACH-000713,ovary,14.8249627470898,1.0,0.0370512939989566
143,dexamethasone,L-778123 free base,DB00443,DB07227,ACH-000713,ovary,11.9583782401818,1.0,0.0396997183561325
144,doxorubicin,Bortezomib,DB00445,DB00188,ACH-000713,ovary,-5.27983950214076,0.0,0.1152481660246849
145,doxorubicin,Sorafenib,DB00445,DB00398,ACH-000713,ovary,-7.24450202508495,0.0,0.2513546943664551
146,doxorubicin,Dasatinib,DB00445,DB01254,ACH-000713,ovary,0.487264807964109,1.0,0.6994466781616211
147,doxorubicin,Lapatinib,DB00445,DB01259,ACH-000713,ovary,5.98874978874994,1.0,0.7812913656234741
148,doxorubicin,Vorinostat,DB00445,DB02546,ACH-000713,ovary,-10.5707383103973,0.0,0.1994234472513198
149,Erlotinib,Sorafenib,DB00530,DB00398,ACH-000713,ovary,3.9767843057435,1.0,0.5946698784828186
150,Erlotinib,Dasatinib,DB00530,DB01254,ACH-000713,ovary,8.71493060917417,1.0,0.8922067284584045
151,Erlotinib,7-Ethyl-10-hydroxycamptothecin,DB00530,DB05482,ACH-000713,ovary,8.84807739326793,1.0,0.556484580039978
152,Erlotinib,Veliparib,DB00530,DB07232,ACH-000713,ovary,-14.7029413301502,0.0,0.1516409069299698
153,cyclophosphamide,Bortezomib,DB00531,DB00188,ACH-000713,ovary,-55.765827708266,0.0,0.0039858273230493
154,cyclophosphamide,Erlotinib,DB00531,DB00530,ACH-000713,ovary,-18.5108259655587,0.0,0.0492520481348037
155,cyclophosphamide,Deforolimus,DB00531,DB06233,ACH-000713,ovary,-14.6668258262185,0.0,0.0238962639123201
156,5-Fluorouracil,Sorafenib,DB00544,DB00398,ACH-000713,ovary,-9.17379780975828,0.0,0.2125211656093597
157,5-Fluorouracil,Dasatinib,DB00544,DB01254,ACH-000713,ovary,5.49481225719792,1.0,0.7498276233673096
158,methotrexate,Dasatinib,DB00563,DB01254,ACH-000713,ovary,-4.7987394838988,0.0,0.0295358449220657
159,methotrexate,Deforolimus,DB00563,DB06233,ACH-000713,ovary,-3.76035938581315,0.0,0.1105328574776649
160,Sunitinib,MK-1775,DB01268,DB11740,ACH-000713,ovary,8.56431882363049,1.0,0.8542274236679077
161,Vorinostat,gemcitabine,DB02546,DB00441,ACH-000713,ovary,-17.1585550971976,0.0,0.3388639986515045
162,Vorinostat,Dasatinib,DB02546,DB01254,ACH-000713,ovary,6.04515232112586,1.0,0.7469567656517029
163,Vorinostat,Veliparib,DB02546,DB07232,ACH-000713,ovary,-6.52697951331758,0.0,0.017553785815835
164,Deforolimus,Sorafenib,DB06233,DB00398,ACH-000713,ovary,6.15490770260531,1.0,0.8118012547492981
165,391210-10-9,Deforolimus,DB07101,DB06233,ACH-000713,ovary,12.6988384787027,1.0,0.9307668805122375
166,L-778123 free base,vinorelbine,DB07227,DB00361,ACH-000713,ovary,-10.3589968013096,0.0,0.4414653480052948
167,L-778123 free base,etoposide,DB07227,DB00773,ACH-000713,ovary,-18.2154842845301,0.0,0.6382980942726135
168,L-778123 free base,topotecan,DB07227,DB01030,ACH-000713,ovary,-5.32120372330726,0.0,0.5566350817680359
169,L-778123 free base,391210-10-9,DB07227,DB07101,ACH-000713,ovary,11.6789688733,1.0,0.7424765229225159
170,L-778123 free base,Niraparib,DB07227,DB11793,ACH-000713,ovary,-16.4138470869712,0.0,0.3711075186729431
171,Veliparib,topotecan,DB07232,DB01030,ACH-000713,ovary,-17.9889475133967,0.0,0.0475956946611404
172,Veliparib,geldanamycin,DB07232,DB02424,ACH-000713,ovary,2.01635044730987,1.0,0.0487553738057613
173,MK-1775,391210-10-9,DB11740,DB07101,ACH-000713,ovary,7.895041643483,1.0,0.803726077079773
174,Tamoxifen citrate,ADM hydrochloride,DB00675,DB00445,ACH-000433,kidney,-22.953694092809,0.0,0.1481846421957016
175,158798-73-3,ADM hydrochloride,DB01101,DB00445,ACH-000433,kidney,-47.7640340488397,0.0,0.0312490426003932
176,7803-88-5,ADM hydrochloride,DB01280,DB00445,ACH-000433,kidney,-43.3884783155064,0.0,0.0348197966814041
177,Bortezomib,Veliparib,DB00188,DB07232,ACH-001061,large_intestine,-53.5105081649569,0.0,0.0097205778583884
178,vinorelbine,Sorafenib,DB00361,DB00398,ACH-001061,large_intestine,4.85307147696662,1.0,0.1697920113801956
179,vinorelbine,Vorinostat,DB00361,DB02546,ACH-001061,large_intestine,-3.84260582522104,0.0,0.1710908859968185
180,vinorelbine,Veliparib,DB00361,DB07232,ACH-001061,large_intestine,-87.7670621922369,0.0,0.005040246527642
181,vinorelbine,MK-1775,DB00361,DB11740,ACH-001061,large_intestine,-14.0224113201471,0.0,0.5416141152381897
182,gemcitabine,391210-10-9,DB00441,DB07101,ACH-001061,large_intestine,-5.15417608329666,0.0,0.3673222362995147
183,gemcitabine,Veliparib,DB00441,DB07232,ACH-001061,large_intestine,-38.0167519535584,0.0,0.0191452391445636
184,dexamethasone,geldanamycin,DB00443,DB02424,ACH-001061,large_intestine,-29.9688696751935,0.0,0.0217521227896213
185,dexamethasone,MK-1775,DB00443,DB11740,ACH-001061,large_intestine,-28.2923851789659,0.0,0.0500192567706108
186,dexamethasone,Niraparib,DB00443,DB11793,ACH-001061,large_intestine,-7.86775429340121,0.0,0.0372959375381469
187,doxorubicin,Lapatinib,DB00445,DB01259,ACH-001061,large_intestine,2.61585395561801,1.0,0.7594284415245056
188,doxorubicin,Deforolimus,DB00445,DB06233,ACH-001061,large_intestine,0.0646125905331717,1.0,0.811724066734314
189,doxorubicin,Veliparib,DB00445,DB07232,ACH-001061,large_intestine,-43.5545127019416,0.0,0.1165375784039497
190,Erlotinib,7-Ethyl-10-hydroxycamptothecin,DB00530,DB05482,ACH-001061,large_intestine,7.41975969138823,1.0,0.5661473274230957
191,Erlotinib,391210-10-9,DB00530,DB07101,ACH-001061,large_intestine,9.90449829162856,1.0,0.7992842197418213
192,5-Fluorouracil,391210-10-9,DB00544,DB07101,ACH-001061,large_intestine,6.43724597759392,1.0,0.6249420046806335
193,5-Fluorouracil,MK-1775,DB00544,DB11740,ACH-001061,large_intestine,3.57473742102233,1.0,0.6595734357833862
194,methotrexate,Erlotinib,DB00563,DB00530,ACH-001061,large_intestine,-6.64217610448155,0.0,0.0336553044617176
195,methotrexate,Lapatinib,DB00563,DB01259,ACH-001061,large_intestine,-6.27674325119488,0.0,0.01263686735183
196,methotrexate,Sunitinib,DB00563,DB01268,ACH-001061,large_intestine,-15.9858835995791,0.0,0.0099705094471573
197,methotrexate,Deforolimus,DB00563,DB06233,ACH-001061,large_intestine,-5.79151735047585,0.0,0.0631876587867736
198,methotrexate,Veliparib,DB00563,DB07232,ACH-001061,large_intestine,-55.8437552125963,0.0,0.0167421605437994
199,methotrexate,MK-1775,DB00563,DB11740,ACH-001061,large_intestine,-10.9235191971266,0.0,0.0342289768159389
200,vinblastine,Sunitinib,DB00570,DB01268,ACH-001061,large_intestine,-9.89025401251897,0.0,0.3351251482963562
201,vinblastine,391210-10-9,DB00570,DB07101,ACH-001061,large_intestine,-24.5726888610152,0.0,0.4235301315784454
202,vinblastine,Niraparib,DB00570,DB11793,ACH-001061,large_intestine,-3.88163546364833,0.0,0.1051016598939895
203,etoposide,Sorafenib,DB00773,DB00398,ACH-001061,large_intestine,5.13407108086935,1.0,0.2728898823261261
204,etoposide,Lapatinib,DB00773,DB01259,ACH-001061,large_intestine,13.0643449488643,1.0,0.935474157333374
205,paclitaxel,Erlotinib,DB01229,DB00530,ACH-001061,large_intestine,3.11978230356239,1.0,0.6607935428619385
206,paclitaxel,Sunitinib,DB01229,DB01268,ACH-001061,large_intestine,-6.28527257942619,0.0,0.2979129552841186
207,paclitaxel,Deforolimus,DB01229,DB06233,ACH-001061,large_intestine,6.43686989263865,1.0,0.8209974765777588
208,Lapatinib,Sorafenib,DB01259,DB00398,ACH-001061,large_intestine,16.7159663840669,1.0,0.3422466516494751
209,Lapatinib,geldanamycin,DB01259,DB02424,ACH-001061,large_intestine,9.11128685229498,1.0,0.4829550683498382
210,Lapatinib,7-Ethyl-10-hydroxycamptothecin,DB01259,DB05482,ACH-001061,large_intestine,10.4412315169279,1.0,0.1964581310749054
211,Sunitinib,Erlotinib,DB01268,DB00530,ACH-001061,large_intestine,7.4810133894463,1.0,0.908921480178833
212,Sunitinib,topotecan,DB01268,DB01030,ACH-001061,large_intestine,-17.5174155745717,0.0,0.3435922265052795
213,Sunitinib,geldanamycin,DB01268,DB02424,ACH-001061,large_intestine,6.36542484475811,1.0,0.5064298510551453
214,Vorinostat,Sunitinib,DB02546,DB01268,ACH-001061,large_intestine,-6.70829994650832,0.0,0.4614555835723877
215,7-Ethyl-10-hydroxycamptothecin,Sorafenib,DB05482,DB00398,ACH-001061,large_intestine,7.15818546333836,1.0,0.1731460690498352
216,391210-10-9,Dasatinib,DB07101,DB01254,ACH-001061,large_intestine,13.7845467834761,1.0,0.8685463070869446
217,391210-10-9,7-Ethyl-10-hydroxycamptothecin,DB07101,DB05482,ACH-001061,large_intestine,-9.99016724686046,0.0,0.5148487091064453
218,L-778123 free base,geldanamycin,DB07227,DB02424,ACH-001061,large_intestine,3.5451516746411,1.0,0.5295243263244629
219,L-778123 free base,391210-10-9,DB07227,DB07101,ACH-001061,large_intestine,4.50607026207896,1.0,0.7690427899360657
220,L-778123 free base,MK-1775,DB07227,DB11740,ACH-001061,large_intestine,13.0055941459293,1.0,0.798517107963562
221,L-778123 free base,Niraparib,DB07227,DB11793,ACH-001061,large_intestine,1.99466922474207,1.0,0.3437930345535278
222,Veliparib,topotecan,DB07232,DB01030,ACH-001061,large_intestine,-37.1349926554065,0.0,0.0350090488791465
223,Veliparib,Deforolimus,DB07232,DB06233,ACH-001061,large_intestine,-9.47843432630146,0.0,0.2337370067834854
224,MK-1775,Sorafenib,DB11740,DB00398,ACH-001061,large_intestine,7.28360194212423,1.0,0.5333684086799622
225,MK-1775,Deforolimus,DB11740,DB06233,ACH-001061,large_intestine,16.2060479690051,1.0,0.949535310268402
226,Niraparib,Erlotinib,DB11793,DB00530,ACH-001061,large_intestine,-7.03473418272351,0.0,0.5445727109909058
227,Bortezomib,7-Ethyl-10-hydroxycamptothecin,DB00188,DB05482,ACH-000971,large_intestine,-4.17425926788612,0.0,0.3371096551418304
228,Bortezomib,Veliparib,DB00188,DB07232,ACH-000971,large_intestine,-49.9192398163469,0.0,0.0170317720621824
