,Drug1,Drug2,Drug1_ID,Drug2_ID,DepMap_ID,Tissue,Loewe score,Actuals,Proba
65,etoposide,Erlotinib,DB00773,DB00530,ACH-000219,skin,5.86903763353565,1.0,0.8949764370918274
66,etoposide,Sunitinib,DB00773,DB01268,ACH-000219,skin,0.0422661389254384,1.0,0.1230016201734542
67,etoposide,MK-1775,DB00773,DB11740,ACH-000219,skin,5.57161298086044,1.0,0.9436506628990172
68,paclitaxel,Bortezomib,DB01229,DB00188,ACH-000219,skin,-2.43081059083647,0.0,0.4863220453262329
69,paclitaxel,Deforolimus,DB01229,DB06233,ACH-000219,skin,-7.94437730498905,0.0,0.800343930721283
70,paclitaxel,Veliparib,DB01229,DB07232,ACH-000219,skin,-47.3785897683095,0.0,0.5414453744888306
71,Dasatinib,Sorafenib,DB01254,DB00398,ACH-000219,skin,12.5907970543929,1.0,0.3017725944519043
72,Dasatinib,geldanamycin,DB01254,DB02424,ACH-000219,skin,10.3573402047012,1.0,0.6926378607749939
73,geldanamycin,Sorafenib,DB02424,DB00398,ACH-000219,skin,2.87384644993142,1.0,0.3657391369342804
74,Vorinostat,Sorafenib,DB02546,DB00398,ACH-000219,skin,3.90630274053106,1.0,0.0693915635347366
75,Vorinostat,Lapatinib,DB02546,DB01259,ACH-000219,skin,-10.2978073047839,0.0,0.0633459836244583
76,7-Ethyl-10-hydroxycamptothecin,Sorafenib,DB05482,DB00398,ACH-000219,skin,8.82451745401867,1.0,0.4019671380519867
77,391210-10-9,Deforolimus,DB07101,DB06233,ACH-000219,skin,-0.229697467291622,0.0,0.8716387748718262
78,L-778123 free base,Sunitinib,DB07227,DB01268,ACH-000219,skin,11.8520903840552,1.0,0.7984046936035156
79,L-778123 free base,Vorinostat,DB07227,DB02546,ACH-000219,skin,-2.13991198802256,0.0,0.7834720611572266
80,L-778123 free base,391210-10-9,DB07227,DB07101,ACH-000219,skin,3.46161822034006,1.0,0.5866082310676575
81,Veliparib,geldanamycin,DB07232,DB02424,ACH-000219,skin,-41.5405934218876,0.0,0.4171706736087799
82,MK-1775,Erlotinib,DB11740,DB00530,ACH-000219,skin,1.19278241616613,1.0,0.7752875089645386
83,MK-1775,geldanamycin,DB11740,DB02424,ACH-000219,skin,11.3529071706713,1.0,0.6117508411407471
84,MK-1775,Veliparib,DB11740,DB07232,ACH-000219,skin,-42.6365657759816,0.0,0.4434271156787872
85,Niraparib,Bortezomib,DB11793,DB00188,ACH-000219,skin,-20.7203251033385,0.0,0.6721380352973938
86,Niraparib,geldanamycin,DB11793,DB02424,ACH-000219,skin,-5.57233081986393,0.0,0.3472113609313965
87,vinorelbine,391210-10-9,DB00361,DB07101,ACH-000657,ovary,1.2572413001519,1.0,0.5389849543571472
88,gemcitabine,Sunitinib,DB00441,DB01268,ACH-000657,ovary,1.43396694271164,1.0,0.0661308318376541
89,gemcitabine,Veliparib,DB00441,DB07232,ACH-000657,ovary,-7.93718424388686,0.0,0.0278232041746377
90,gemcitabine,MK-1775,DB00441,DB11740,ACH-000657,ovary,6.53674256197334,1.0,0.8719804286956787
91,dexamethasone,MK-1775,DB00443,DB11740,ACH-000657,ovary,-58.6159278642065,0.0,0.0436293818056583
92,doxorubicin,Bortezomib,DB00445,DB00188,ACH-000657,ovary,6.29128205357835,1.0,0.6013204455375671
93,doxorubicin,391210-10-9,DB00445,DB07101,ACH-000657,ovary,6.64424165501827,1.0,0.9896989464759828
94,cyclophosphamide,Sunitinib,DB00531,DB01268,ACH-000657,ovary,-20.1206722274866,0.0,0.0028211958706378
95,cyclophosphamide,Vorinostat,DB00531,DB02546,ACH-000657,ovary,-35.0674681803641,0.0,0.0005561847938224
96,5-Fluorouracil,Sorafenib,DB00544,DB00398,ACH-000657,ovary,0.735789691846414,1.0,0.7814558148384094
97,5-Fluorouracil,Lapatinib,DB00544,DB01259,ACH-000657,ovary,8.28053666926322,1.0,0.7712851166725159
98,5-Fluorouracil,Sunitinib,DB00544,DB01268,ACH-000657,ovary,7.74544380155793,1.0,0.9972928166389464
99,5-Fluorouracil,L-778123 free base,DB00544,DB07227,ACH-000657,ovary,7.74689247826882,1.0,0.99788099527359
100,methotrexate,Bortezomib,DB00563,DB00188,ACH-000657,ovary,-3.4195900160054,0.0,0.0330120511353015
101,methotrexate,geldanamycin,DB00563,DB02424,ACH-000657,ovary,-4.04860454288709,0.0,0.0411499254405498
102,vinblastine,Bortezomib,DB00570,DB00188,ACH-000657,ovary,-0.146833250140759,0.0,0.7743061184883118
103,vinblastine,Sorafenib,DB00570,DB00398,ACH-000657,ovary,2.95946367507448,1.0,0.94963937997818
104,vinblastine,Vorinostat,DB00570,DB02546,ACH-000657,ovary,2.30030523473727,1.0,0.3197437524795532
105,vinblastine,L-778123 free base,DB00570,DB07227,ACH-000657,ovary,6.70496697663935,1.0,0.8831280469894409
106,vinblastine,Veliparib,DB00570,DB07232,ACH-000657,ovary,-10.3297974027266,0.0,0.2395529001951217
107,vinblastine,MK-1775,DB00570,DB11740,ACH-000657,ovary,5.39724223881659,1.0,0.987895131111145
108,etoposide,Bortezomib,DB00773,DB00188,ACH-000657,ovary,3.5612349210048,1.0,0.9264965057373048
109,etoposide,Sorafenib,DB00773,DB00398,ACH-000657,ovary,3.61602480729684,1.0,0.9626260995864868
110,etoposide,Lapatinib,DB00773,DB01259,ACH-000657,ovary,2.29885573353557,1.0,0.997733473777771
111,etoposide,Sunitinib,DB00773,DB01268,ACH-000657,ovary,3.71408666738562,1.0,0.964752197265625
112,etoposide,Vorinostat,DB00773,DB02546,ACH-000657,ovary,5.20101756641963,1.0,0.9456307291984558
113,etoposide,Veliparib,DB00773,DB07232,ACH-000657,ovary,3.82507165323084,1.0,0.0773133188486099
114,Lapatinib,391210-10-9,DB01259,DB07101,ACH-000657,ovary,13.7819146661149,1.0,0.9697673916816713
115,Lapatinib,Veliparib,DB01259,DB07232,ACH-000657,ovary,9.29622041006092,1.0,0.3711552023887634
116,Lapatinib,Niraparib,DB01259,DB11793,ACH-000657,ovary,10.2088889518612,1.0,0.9955499172210692
117,Sunitinib,Niraparib,DB01268,DB11793,ACH-000657,ovary,4.08273454638653,1.0,0.9787505865097046
118,geldanamycin,7-Ethyl-10-hydroxycamptothecin,DB02424,DB05482,ACH-000657,ovary,2.97378802004348,1.0,0.965065062046051
119,Vorinostat,Lapatinib,DB02546,DB01259,ACH-000657,ovary,4.3304646188132,1.0,0.1833414733409881
120,Vorinostat,Niraparib,DB02546,DB11793,ACH-000657,ovary,7.01969944883572,1.0,0.820248544216156
121,Deforolimus,Sorafenib,DB06233,DB00398,ACH-000657,ovary,10.0759103585675,1.0,0.997275412082672
122,Deforolimus,7-Ethyl-10-hydroxycamptothecin,DB06233,DB05482,ACH-000657,ovary,10.3505476673585,1.0,0.7384734153747559
123,391210-10-9,Dasatinib,DB07101,DB01254,ACH-000657,ovary,32.4694332388125,1.0,0.9964229464530944
124,391210-10-9,geldanamycin,DB07101,DB02424,ACH-000657,ovary,6.17158190841292,1.0,0.9626810550689696
125,391210-10-9,7-Ethyl-10-hydroxycamptothecin,DB07101,DB05482,ACH-000657,ovary,2.30621182575219,1.0,0.9151030778884888
126,391210-10-9,Veliparib,DB07101,DB07232,ACH-000657,ovary,0.0756803268680786,1.0,0.7466462254524231
127,L-778123 free base,Sorafenib,DB07227,DB00398,ACH-000657,ovary,2.75086522436727,1.0,0.9945912957191468
128,L-778123 free base,geldanamycin,DB07227,DB02424,ACH-000657,ovary,5.51023062616567,1.0,0.9778881072998048
129,MK-1775,Bortezomib,DB11740,DB00188,ACH-000657,ovary,-3.37359245669442,0.0,0.9565468430519104
130,MK-1775,391210-10-9,DB11740,DB07101,ACH-000657,ovary,18.8483087962855,1.0,0.9572991132736206
131,Niraparib,Erlotinib,DB11793,DB00530,ACH-000657,ovary,7.26352608811574,1.0,0.9141312837600708
132,Niraparib,7-Ethyl-10-hydroxycamptothecin,DB11793,DB05482,ACH-000657,ovary,14.3305284375702,1.0,0.9751725792884828
133,Doramapimod,391210-10-9,DB03044,DB07101,ACH-000880,stomach,-21.262718191814,0.0,0.133626639842987
134,Ruxolitinib,PRT062607,DB08877,DB08361,ACH-000880,stomach,-9.26598649868161,0.0,0.104565717279911
135,vinorelbine,Dasatinib,DB00361,DB01254,ACH-000713,ovary,2.19135325288014,1.0,0.9630318284034728
136,vinorelbine,Vorinostat,DB00361,DB02546,ACH-000713,ovary,-6.82155770259463,0.0,0.0895053744316101
137,vinorelbine,Veliparib,DB00361,DB07232,ACH-000713,ovary,-6.53357526281813,0.0,0.0011448479490354
138,gemcitabine,Erlotinib,DB00441,DB00530,ACH-000713,ovary,-5.43348971401579,0.0,0.6945351362228394
139,gemcitabine,Deforolimus,DB00441,DB06233,ACH-000713,ovary,-2.25279634165172,0.0,0.8800305724143982
140,gemcitabine,Niraparib,DB00441,DB11793,ACH-000713,ovary,1.81918717721644,1.0,0.0356743820011615
141,dexamethasone,Sorafenib,DB00443,DB00398,ACH-000713,ovary,14.7001500765599,1.0,0.3897248804569244
142,dexamethasone,Lapatinib,DB00443,DB01259,ACH-000713,ovary,14.8249627470898,1.0,0.4067364037036896
143,dexamethasone,L-778123 free base,DB00443,DB07227,ACH-000713,ovary,11.9583782401818,1.0,0.098247230052948
144,doxorubicin,Bortezomib,DB00445,DB00188,ACH-000713,ovary,-5.27983950214076,0.0,0.0116478987038135
145,doxorubicin,Sorafenib,DB00445,DB00398,ACH-000713,ovary,-7.24450202508495,0.0,0.2731147408485412
146,doxorubicin,Dasatinib,DB00445,DB01254,ACH-000713,ovary,0.487264807964109,1.0,0.8528175950050354
147,doxorubicin,Lapatinib,DB00445,DB01259,ACH-000713,ovary,5.98874978874994,1.0,0.5247185230255127
148,doxorubicin,Vorinostat,DB00445,DB02546,ACH-000713,ovary,-10.5707383103973,0.0,0.2823260128498077
149,Erlotinib,Sorafenib,DB00530,DB00398,ACH-000713,ovary,3.9767843057435,1.0,0.8573815226554871
150,Erlotinib,Dasatinib,DB00530,DB01254,ACH-000713,ovary,8.71493060917417,1.0,0.9994691014289856
151,Erlotinib,7-Ethyl-10-hydroxycamptothecin,DB00530,DB05482,ACH-000713,ovary,8.84807739326793,1.0,0.9889485836029052
152,Erlotinib,Veliparib,DB00530,DB07232,ACH-000713,ovary,-14.7029413301502,0.0,0.0210912749171257
153,cyclophosphamide,Bortezomib,DB00531,DB00188,ACH-000713,ovary,-55.765827708266,0.0,0.0002420696255285
154,cyclophosphamide,Erlotinib,DB00531,DB00530,ACH-000713,ovary,-18.5108259655587,0.0,0.0411879308521747
155,cyclophosphamide,Deforolimus,DB00531,DB06233,ACH-000713,ovary,-14.6668258262185,0.0,0.0017098481766879
156,5-Fluorouracil,Sorafenib,DB00544,DB00398,ACH-000713,ovary,-9.17379780975828,0.0,0.1650007218122482
157,5-Fluorouracil,Dasatinib,DB00544,DB01254,ACH-000713,ovary,5.49481225719792,1.0,0.9369187355041504
158,methotrexate,Dasatinib,DB00563,DB01254,ACH-000713,ovary,-4.7987394838988,0.0,0.1591532230377197
159,methotrexate,Deforolimus,DB00563,DB06233,ACH-000713,ovary,-3.76035938581315,0.0,0.1038952395319938
160,Sunitinib,MK-1775,DB01268,DB11740,ACH-000713,ovary,8.56431882363049,1.0,0.9568463563919068
161,Vorinostat,gemcitabine,DB02546,DB00441,ACH-000713,ovary,-17.1585550971976,0.0,0.0319053418934345
162,Vorinostat,Dasatinib,DB02546,DB01254,ACH-000713,ovary,6.04515232112586,1.0,0.9813843965530396
163,Vorinostat,Veliparib,DB02546,DB07232,ACH-000713,ovary,-6.52697951331758,0.0,0.0190138649195432
164,Deforolimus,Sorafenib,DB06233,DB00398,ACH-000713,ovary,6.15490770260531,1.0,0.9016677141189576
165,391210-10-9,Deforolimus,DB07101,DB06233,ACH-000713,ovary,12.6988384787027,1.0,0.9972715973854064
166,L-778123 free base,vinorelbine,DB07227,DB00361,ACH-000713,ovary,-10.3589968013096,0.0,0.5053327083587646
167,L-778123 free base,etoposide,DB07227,DB00773,ACH-000713,ovary,-18.2154842845301,0.0,0.2916905283927917
168,L-778123 free base,topotecan,DB07227,DB01030,ACH-000713,ovary,-5.32120372330726,0.0,0.3998366594314575
169,L-778123 free base,391210-10-9,DB07227,DB07101,ACH-000713,ovary,11.6789688733,1.0,0.9482020735740662
170,L-778123 free base,Niraparib,DB07227,DB11793,ACH-000713,ovary,-16.4138470869712,0.0,0.1229072138667106
171,Veliparib,topotecan,DB07232,DB01030,ACH-000713,ovary,-17.9889475133967,0.0,0.0883913785219192
172,Veliparib,geldanamycin,DB07232,DB02424,ACH-000713,ovary,2.01635044730987,1.0,0.0281590167433023
173,MK-1775,391210-10-9,DB11740,DB07101,ACH-000713,ovary,7.895041643483,1.0,0.980490267276764
174,Tamoxifen citrate,ADM hydrochloride,DB00675,DB00445,ACH-000433,kidney,-22.953694092809,0.0,0.160154327750206
175,158798-73-3,ADM hydrochloride,DB01101,DB00445,ACH-000433,kidney,-47.7640340488397,0.0,0.0245453808456659
176,7803-88-5,ADM hydrochloride,DB01280,DB00445,ACH-000433,kidney,-43.3884783155064,0.0,0.0081589799374341
177,Bortezomib,Veliparib,DB00188,DB07232,ACH-001061,large_intestine,-53.5105081649569,0.0,0.0002512634382583
178,vinorelbine,Sorafenib,DB00361,DB00398,ACH-001061,large_intestine,4.85307147696662,1.0,0.829067587852478
179,vinorelbine,Vorinostat,DB00361,DB02546,ACH-001061,large_intestine,-3.84260582522104,0.0,0.2388572692871093
180,vinorelbine,Veliparib,DB00361,DB07232,ACH-001061,large_intestine,-87.7670621922369,0.0,0.0054863933473825
181,vinorelbine,MK-1775,DB00361,DB11740,ACH-001061,large_intestine,-14.0224113201471,0.0,0.9563283324241638
182,gemcitabine,391210-10-9,DB00441,DB07101,ACH-001061,large_intestine,-5.15417608329666,0.0,0.8417490124702454
183,gemcitabine,Veliparib,DB00441,DB07232,ACH-001061,large_intestine,-38.0167519535584,0.0,0.0098619693890213
184,dexamethasone,geldanamycin,DB00443,DB02424,ACH-001061,large_intestine,-29.9688696751935,0.0,0.023140262812376
185,dexamethasone,MK-1775,DB00443,DB11740,ACH-001061,large_intestine,-28.2923851789659,0.0,0.1208333000540733
186,dexamethasone,Niraparib,DB00443,DB11793,ACH-001061,large_intestine,-7.86775429340121,0.0,0.0333895161747932
187,doxorubicin,Lapatinib,DB00445,DB01259,ACH-001061,large_intestine,2.61585395561801,1.0,0.43563112616539
188,doxorubicin,Deforolimus,DB00445,DB06233,ACH-001061,large_intestine,0.0646125905331717,1.0,0.6013898849487305
189,doxorubicin,Veliparib,DB00445,DB07232,ACH-001061,large_intestine,-43.5545127019416,0.0,0.0020971109624952
190,Erlotinib,7-Ethyl-10-hydroxycamptothecin,DB00530,DB05482,ACH-001061,large_intestine,7.41975969138823,1.0,0.9931835532188416
191,Erlotinib,391210-10-9,DB00530,DB07101,ACH-001061,large_intestine,9.90449829162856,1.0,0.947363555431366
192,5-Fluorouracil,391210-10-9,DB00544,DB07101,ACH-001061,large_intestine,6.43724597759392,1.0,0.8484806418418884
193,5-Fluorouracil,MK-1775,DB00544,DB11740,ACH-001061,large_intestine,3.57473742102233,1.0,0.9531445503234864
194,methotrexate,Erlotinib,DB00563,DB00530,ACH-001061,large_intestine,-6.64217610448155,0.0,0.0183025542646646
195,methotrexate,Lapatinib,DB00563,DB01259,ACH-001061,large_intestine,-6.27674325119488,0.0,0.0339852832257747
196,methotrexate,Sunitinib,DB00563,DB01268,ACH-001061,large_intestine,-15.9858835995791,0.0,0.0495933927595615
197,methotrexate,Deforolimus,DB00563,DB06233,ACH-001061,large_intestine,-5.79151735047585,0.0,0.0257827024906873
198,methotrexate,Veliparib,DB00563,DB07232,ACH-001061,large_intestine,-55.8437552125963,0.0,0.00544935464859
199,methotrexate,MK-1775,DB00563,DB11740,ACH-001061,large_intestine,-10.9235191971266,0.0,0.120100200176239
200,vinblastine,Sunitinib,DB00570,DB01268,ACH-001061,large_intestine,-9.89025401251897,0.0,0.5635761022567749
201,vinblastine,391210-10-9,DB00570,DB07101,ACH-001061,large_intestine,-24.5726888610152,0.0,0.1688356697559356
202,vinblastine,Niraparib,DB00570,DB11793,ACH-001061,large_intestine,-3.88163546364833,0.0,0.0166925601661205
203,etoposide,Sorafenib,DB00773,DB00398,ACH-001061,large_intestine,5.13407108086935,1.0,0.9037600755691528
204,etoposide,Lapatinib,DB00773,DB01259,ACH-001061,large_intestine,13.0643449488643,1.0,0.999380111694336
205,paclitaxel,Erlotinib,DB01229,DB00530,ACH-001061,large_intestine,3.11978230356239,1.0,0.9738940596580504
206,paclitaxel,Sunitinib,DB01229,DB01268,ACH-001061,large_intestine,-6.28527257942619,0.0,0.7238515019416809
207,paclitaxel,Deforolimus,DB01229,DB06233,ACH-001061,large_intestine,6.43686989263865,1.0,0.9667912721633912
208,Lapatinib,Sorafenib,DB01259,DB00398,ACH-001061,large_intestine,16.7159663840669,1.0,0.9590159058570862
209,Lapatinib,geldanamycin,DB01259,DB02424,ACH-001061,large_intestine,9.11128685229498,1.0,0.9378730058670044
210,Lapatinib,7-Ethyl-10-hydroxycamptothecin,DB01259,DB05482,ACH-001061,large_intestine,10.4412315169279,1.0,0.9728428721427916
211,Sunitinib,Erlotinib,DB01268,DB00530,ACH-001061,large_intestine,7.4810133894463,1.0,0.9994968175888062
212,Sunitinib,topotecan,DB01268,DB01030,ACH-001061,large_intestine,-17.5174155745717,0.0,0.939524471759796
213,Sunitinib,geldanamycin,DB01268,DB02424,ACH-001061,large_intestine,6.36542484475811,1.0,0.9646806120872498
214,Vorinostat,Sunitinib,DB02546,DB01268,ACH-001061,large_intestine,-6.70829994650832,0.0,0.5460790991783142
215,7-Ethyl-10-hydroxycamptothecin,Sorafenib,DB05482,DB00398,ACH-001061,large_intestine,7.15818546333836,1.0,0.7488951683044434
216,391210-10-9,Dasatinib,DB07101,DB01254,ACH-001061,large_intestine,13.7845467834761,1.0,0.9579395055770874
217,391210-10-9,7-Ethyl-10-hydroxycamptothecin,DB07101,DB05482,ACH-001061,large_intestine,-9.99016724686046,0.0,0.6354742050170898
218,L-778123 free base,geldanamycin,DB07227,DB02424,ACH-001061,large_intestine,3.5451516746411,1.0,0.3909299671649933
219,L-778123 free base,391210-10-9,DB07227,DB07101,ACH-001061,large_intestine,4.50607026207896,1.0,0.9220129251480104
220,L-778123 free base,MK-1775,DB07227,DB11740,ACH-001061,large_intestine,13.0055941459293,1.0,0.8872198462486267
221,L-778123 free base,Niraparib,DB07227,DB11793,ACH-001061,large_intestine,1.99466922474207,1.0,0.0962357968091964
222,Veliparib,topotecan,DB07232,DB01030,ACH-001061,large_intestine,-37.1349926554065,0.0,0.0013606565771624
223,Veliparib,Deforolimus,DB07232,DB06233,ACH-001061,large_intestine,-9.47843432630146,0.0,0.5048465728759766
224,MK-1775,Sorafenib,DB11740,DB00398,ACH-001061,large_intestine,7.28360194212423,1.0,0.723392128944397
225,MK-1775,Deforolimus,DB11740,DB06233,ACH-001061,large_intestine,16.2060479690051,1.0,0.995798408985138
226,Niraparib,Erlotinib,DB11793,DB00530,ACH-001061,large_intestine,-7.03473418272351,0.0,0.8167982697486877
227,Bortezomib,7-Ethyl-10-hydroxycamptothecin,DB00188,DB05482,ACH-000971,large_intestine,-4.17425926788612,0.0,0.026868937537074
228,Bortezomib,Veliparib,DB00188,DB07232,ACH-000971,large_intestine,-49.9192398163469,0.0,0.001224975218065
