"","Drug1","Drug2","Drug1_ID","Drug2_ID","DepMap_ID","Tissue","Loewe.score","Actuals","Proba"
"80","letrozole","CHEMBL17639","DB01006","DB00242","ACH-000649","kidney",-6.92037321084954,0,0.209289088845253
"81","letrozole","CHEMBL17639","DB01006","DB00242","ACH-001151","ovary",1.67532493156852,1,0.270286858081818
"82","letrozole","CHEMBL17639","DB01006","DB00242","ACH-000551","haematopoietic_and_lymphoid",-7.78096792570099,0,0.244753360748291
"83","letrozole","CHEMBL17639","DB01006","DB00242","ACH-000367","lung",-2.34102061305894,0,0.151916354894638
"84","letrozole","CHEMBL17639","DB01006","DB00242","ACH-000768","breast",-19.3371702076323,0,0.140272051095962
"85","letrozole","CHEMBL17639","DB01006","DB00242","ACH-000730","skin",-23.9569843968625,0,0.25127512216568
"86","docetaxel","CHEMBL17639","DB01248","DB00242","ACH-000463","lung",-2.98922288980885,0,0.20274318754673
"87","docetaxel","CHEMBL17639","DB01248","DB00242","ACH-000288","breast",-1.65509704391836,0,0.186943188309669
"88","docetaxel","CHEMBL17639","DB01248","DB00242","ACH-000971","large_intestine",-9.97018567704848,0,0.211977630853653
"89","docetaxel","CHEMBL17639","DB01248","DB00242","ACH-000617","ovary",-2.1381433318876,0,0.198941051959991
"90","5-Fluoro-2'-deoxyuridine","CHEMBL17639","DB00322","DB00242","ACH-000463","lung",-13.2370948686415,0,0.131088495254517
"91","5-Fluoro-2'-deoxyuridine","CHEMBL17639","DB00322","DB00242","ACH-000811","ovary",-10.2747506935883,0,0.110842645168304
"92","5-Fluoro-2'-deoxyuridine","CHEMBL17639","DB00322","DB00242","ACH-000477","skin",-0.0187305574727735,0,0.166531682014465
"93","5-Fluoro-2'-deoxyuridine","CHEMBL17639","DB00322","DB00242","ACH-000971","large_intestine",-5.95857105782695,0,0.137899607419968
"94","5-Fluoro-2'-deoxyuridine","CHEMBL17639","DB00322","DB00242","ACH-000655","brain",-4.33829748025207,0,0.0875043123960495
"95","5-Fluoro-2'-deoxyuridine","CHEMBL17639","DB00322","DB00242","ACH-000615","skin",-2.52817396140473,0,0.0895600318908691
"96","5-Fluoro-2'-deoxyuridine","CHEMBL17639","DB00322","DB00242","ACH-000681","lung",-19.9363088507112,0,0.0714529454708099
"97","5-Fluoro-2'-deoxyuridine","CHEMBL17639","DB00322","DB00242","ACH-000750","skin",-5.69360640366306,0,0.108434118330479
"98","5-Fluoro-2'-deoxyuridine","CHEMBL17639","DB00322","DB00242","ACH-000367","lung",-1.39945311316787,0,0.130257695913315
"99","5-Fluoro-2'-deoxyuridine","CHEMBL17639","DB00322","DB00242","ACH-000232","brain",1.9996576472173,1,0.0948202610015869
"100","5-Fluoro-2'-deoxyuridine","CHEMBL17639","DB00322","DB00242","ACH-000617","ovary",-2.12886502967475,0,0.10784438252449
"101","5-Fluoro-2'-deoxyuridine","CHEMBL17639","DB00322","DB00242","ACH-000849","breast",-8.14681543347948,0,0.0901782289147377
"102","5-Fluoro-2'-deoxyuridine","CHEMBL17639","DB00322","DB00242","ACH-000019","breast",-0.452265168746896,0,0.157259047031403
"103","5-Fluoro-2'-deoxyuridine","CHEMBL17639","DB00322","DB00242","ACH-000433","kidney",-3.53874894980908,0,0.113096572458744
"104","5-Fluoro-2'-deoxyuridine","CHEMBL17639","DB00322","DB00242","ACH-000428","kidney",-18.8791053792025,0,0.193899124860763
"105","ADM hydrochloride","CHEMBL17639","DB00445","DB00242","ACH-000019","breast",-5.53729822350158,0,0.109166070818901
"106","ADM hydrochloride","CHEMBL17639","DB00445","DB00242","ACH-000090","prostate",-4.55823993772273,0,0.161688029766083
"107","ADM hydrochloride","CHEMBL17639","DB00445","DB00242","ACH-000730","skin",-3.58795187862554,0,0.197656169533729
"108","ADM hydrochloride","CHEMBL17639","DB00445","DB00242","ACH-000750","skin",-8.40798339254798,0,0.138288155198097
"109","ADM hydrochloride","CHEMBL17639","DB00445","DB00242","ACH-000696","ovary",-9.0195441883205,0,0.148378700017929
"110","ADM hydrochloride","CHEMBL17639","DB00445","DB00242","ACH-000655","brain",-7.22549457569533,0,0.101911760866642
"111","ADM hydrochloride","CHEMBL17639","DB00445","DB00242","ACH-000273","brain",-0.375275139739811,0,0.141752973198891
"112","Retinoic acid","CHEMBL17639","DB00523","DB00242","ACH-000046","kidney",-30.8235493574693,0,0.139276713132858
"113","Retinoic acid","CHEMBL17639","DB00523","DB00242","ACH-001151","ovary",-26.5070699795551,0,0.306628942489624
"114","Retinoic acid","CHEMBL17639","DB00523","DB00242","ACH-000343","lung",-3.2917705523185,0,0.140695750713348
"115","Retinoic acid","CHEMBL17639","DB00523","DB00242","ACH-000552","large_intestine",-5.79298320098721,0,0.375958770513534
"116","Retinoic acid","CHEMBL17639","DB00523","DB00242","ACH-000750","skin",-34.5197507342507,0,0.132305070757866
"117","Retinoic acid","CHEMBL17639","DB00523","DB00242","ACH-000148","breast",6.88823709031937,1,0.233573153614998
"118","Retinoic acid","CHEMBL17639","DB00523","DB00242","ACH-000090","prostate",-10.9597189364844,0,0.285620987415314
"119","Dasatinib","CHEMBL17639","DB01254","DB00242","ACH-000425","skin",-0.236464984477482,0,0.392578214406967
"120","Dasatinib","CHEMBL17639","DB01254","DB00242","ACH-000655","brain",-1.96229964267925,0,0.130733862519264
"121","Dasatinib","CHEMBL17639","DB01254","DB00242","ACH-000615","skin",-7.82605135998092,0,0.185913115739822
"122","Dasatinib","CHEMBL17639","DB01254","DB00242","ACH-000273","brain",-6.01254920682908,0,0.12436955422163
"123","Dasatinib","CHEMBL17639","DB01254","DB00242","ACH-000001","ovary",-6.06090852621064,0,0.182260558009148
"124","Dasatinib","CHEMBL17639","DB01254","DB00242","ACH-000649","kidney",-0.200915016106814,0,0.152360290288925
"125","Dasatinib","CHEMBL17639","DB01254","DB00242","ACH-001151","ovary",-3.09257754911139,0,0.19048061966896
"126","Dasatinib","CHEMBL17639","DB01254","DB00242","ACH-000343","lung",-1.14823373661239,0,0.105466321110725
"127","Dasatinib","CHEMBL17639","DB01254","DB00242","ACH-000750","skin",-5.51139742057733,0,0.165745317935944
"128","Zoledronic acid","CHEMBL17639","DB00399","DB00242","ACH-000552","large_intestine",-13.4461694605291,0,0.341286301612854
"129","Zoledronic acid","CHEMBL17639","DB00399","DB00242","ACH-000579","skin",-0.30523252067915,0,0.184901356697082
"130","Zoledronic acid","CHEMBL17639","DB00399","DB00242","ACH-000750","skin",-31.1814470358978,0,0.154738515615463
"131","Zoledronic acid","CHEMBL17639","DB00399","DB00242","ACH-000817","haematopoietic_and_lymphoid",-19.5709390727263,0,0.276276975870132
"132","Zoledronic acid","CHEMBL17639","DB00399","DB00242","ACH-000148","breast",1.92213909638214,1,0.222397029399872
"133","Zoledronic acid","CHEMBL17639","DB00399","DB00242","ACH-000969","large_intestine",-14.0070805273995,0,0.248444259166718
"134","Romidepsin","CHEMBL17639","DB06176","DB00242","ACH-000811","ovary",-20.7446336954,0,0.0634634867310524
"135","Romidepsin","CHEMBL17639","DB06176","DB00242","ACH-000288","breast",-10.7874778574123,0,0.0566899627447128
"136","Romidepsin","CHEMBL17639","DB06176","DB00242","ACH-000425","skin",-2.72825534498313,0,0.108583569526672
"137","Romidepsin","CHEMBL17639","DB06176","DB00242","ACH-000273","brain",-23.0393053945789,0,0.0503253787755966
"138","Romidepsin","CHEMBL17639","DB06176","DB00242","ACH-000649","kidney",-7.99571758688073,0,0.0613653510808944
"139","Romidepsin","CHEMBL17639","DB06176","DB00242","ACH-000367","lung",-19.9907833802234,0,0.0796874165534973
"140","Romidepsin","CHEMBL17639","DB06176","DB00242","ACH-000555","kidney",-10.6436944724048,0,0.0634082108736038
"141","Sorafenib","CHEMBL17639","DB00398","DB00242","ACH-000288","breast",-45.98387390229,0,0.144219189882278
"142","Sorafenib","CHEMBL17639","DB00398","DB00242","ACH-000651","large_intestine",-30.7175684711019,0,0.185144260525703
"143","Sorafenib","CHEMBL17639","DB00398","DB00242","ACH-001151","ovary",-34.8258610633749,0,0.261540532112122
"144","Sorafenib","CHEMBL17639","DB00398","DB00242","ACH-000706","lung",0.372295624641668,1,0.225653752684593
"145","NSC733504","CHEMBL17639","DB01590","DB00242","ACH-000861","lung",-5.6503685915643,0,0.154046356678009
"146","NSC733504","CHEMBL17639","DB01590","DB00242","ACH-000551","haematopoietic_and_lymphoid",-6.7305347747391,0,0.228357926011086
"147","NSC733504","CHEMBL17639","DB01590","DB00242","ACH-000817","haematopoietic_and_lymphoid",-3.71871737829559,0,0.178144603967667
"148","NSC733504","CHEMBL17639","DB01590","DB00242","ACH-000768","breast",-3.75347680095715,0,0.285718500614166
"149","NSC733504","CHEMBL17639","DB01590","DB00242","ACH-000617","ovary",0.266117020184698,1,0.173664838075638
"150","NSC733504","CHEMBL17639","DB01590","DB00242","ACH-000019","breast",-0.726046429346529,0,0.185309320688248
"151","Pazopanib hydrochloride","CHEMBL17639","DB06589","DB00242","ACH-001190","skin",-5.66675710963812,0,0.262664556503296
"152","Pazopanib hydrochloride","CHEMBL17639","DB06589","DB00242","ACH-000425","skin",-5.31139212610911,0,0.151200741529465
"153","Pazopanib hydrochloride","CHEMBL17639","DB06589","DB00242","ACH-000655","brain",-4.97491848054882,0,0.147421419620514
"154","Pazopanib hydrochloride","CHEMBL17639","DB06589","DB00242","ACH-000273","brain",-4.84386376352963,0,0.136374875903129
"155","Pazopanib hydrochloride","CHEMBL17639","DB06589","DB00242","ACH-000551","haematopoietic_and_lymphoid",-0.810739356842624,0,0.163104236125946
"156","Pazopanib hydrochloride","CHEMBL17639","DB06589","DB00242","ACH-000579","skin",2.99215065971519,1,0.167023181915283
"157","Pazopanib hydrochloride","CHEMBL17639","DB06589","DB00242","ACH-000750","skin",9.62326454922855,1,0.233165383338928
"158","Pazopanib hydrochloride","CHEMBL17639","DB06589","DB00242","ACH-000706","lung",-1.02435204316773,0,0.178475916385651
"159","Pazopanib hydrochloride","CHEMBL17639","DB06589","DB00242","ACH-000969","large_intestine",2.71766739871181,1,0.151311174035072
"160","Pazopanib hydrochloride","CHEMBL17639","DB06589","DB00242","ACH-000428","kidney",5.29929479356144,1,0.24559311568737
"161","Crizotinib","CHEMBL17639","DB08865","DB00242","ACH-000001","ovary",-9.61303594257667,0,0.113405369222164
"162","Crizotinib","CHEMBL17639","DB08865","DB00242","ACH-000579","skin",-5.12436182027473,0,0.107858650386333
"163","Crizotinib","CHEMBL17639","DB08865","DB00242","ACH-000817","haematopoietic_and_lymphoid",3.37015956163347,1,0.149559706449509
"164","Crizotinib","CHEMBL17639","DB08865","DB00242","ACH-000148","breast",-2.13151753077489,0,0.15730182826519
"165","Crizotinib","CHEMBL17639","DB08865","DB00242","ACH-000768","breast",-2.21776262370726,0,0.148550063371658
"166","Crizotinib","CHEMBL17639","DB08865","DB00242","ACH-000617","ovary",-4.22132303695505,0,0.10916618257761
"167","Crizotinib","CHEMBL17639","DB08865","DB00242","ACH-000696","ovary",-35.3262998221506,0,0.116272710263729
"168","Crizotinib","CHEMBL17639","DB08865","DB00242","ACH-000997","large_intestine",-4.48198519863146,0,0.138386055827141
"169","Ruxolitinib","CHEMBL17639","DB08877","DB00242","ACH-001190","skin",-12.1630515838921,0,0.151353120803833
"170","Ruxolitinib","CHEMBL17639","DB08877","DB00242","ACH-000811","ovary",-3.28698069885572,0,0.132704392075539
"171","Ruxolitinib","CHEMBL17639","DB08877","DB00242","ACH-000376","brain",-7.72135738195298,0,0.115946590900421
"172","Ruxolitinib","CHEMBL17639","DB08877","DB00242","ACH-000971","large_intestine",-10.1591562970471,0,0.141360819339752
"173","Ruxolitinib","CHEMBL17639","DB08877","DB00242","ACH-000273","brain",-7.36442061168945,0,0.101996622979641
"174","Ruxolitinib","CHEMBL17639","DB08877","DB00242","ACH-000681","lung",-1.2653533075962,0,0.083656333386898
"175","Ruxolitinib","CHEMBL17639","DB08877","DB00242","ACH-000147","breast",-2.36082217922886,0,0.215569347143173
"176","Ruxolitinib","CHEMBL17639","DB08877","DB00242","ACH-000433","kidney",-4.36435385111476,0,0.0914950296282768
"177","vinorelbine","CHEMBL17639","DB00361","DB00242","ACH-000971","large_intestine",-8.83938046700052,0,0.1264768242836
"178","vinorelbine","CHEMBL17639","DB00361","DB00242","ACH-000966","ovary",4.57037776997534,1,0.125756904482841
"179","vinorelbine","CHEMBL17639","DB00361","DB00242","ACH-000825","lung",3.6125583488735,1,0.116472221910953
"180","vinorelbine","CHEMBL17639","DB00361","DB00242","ACH-000861","lung",-8.99324078033181,0,0.126258864998817
"181","vinorelbine","CHEMBL17639","DB00361","DB00242","ACH-000551","haematopoietic_and_lymphoid",-2.23598154667768,0,0.14082695543766
"182","vinorelbine","CHEMBL17639","DB00361","DB00242","ACH-000768","breast",0.848405171884518,1,0.171031624078751
"183","vinorelbine","CHEMBL17639","DB00361","DB00242","ACH-000147","breast",1.95043469025089,1,0.142032980918884
"184","vinorelbine","CHEMBL17639","DB00361","DB00242","ACH-000019","breast",-11.8698496106096,0,0.112435154616833
"185","vinorelbine","CHEMBL17639","DB00361","DB00242","ACH-000730","skin",-5.94506082003049,0,0.174632236361504
"186","cyclophosphamide","CHEMBL17639","DB00531","DB00242","ACH-000001","ovary",-81.0464719763636,0,0.162750229239464
"187","cyclophosphamide","CHEMBL17639","DB00531","DB00242","ACH-000343","lung",-28.2565836648436,0,0.0883179679512977
"188","cyclophosphamide","CHEMBL17639","DB00531","DB00242","ACH-000551","haematopoietic_and_lymphoid",-42.2943303638268,0,0.200130239129066
"189","cyclophosphamide","CHEMBL17639","DB00531","DB00242","ACH-000579","skin",-13.3363286009095,0,0.123458556830883
"190","cyclophosphamide","CHEMBL17639","DB00531","DB00242","ACH-000849","breast",-9.29105064763265,0,0.15735724568367
"191","cyclophosphamide","CHEMBL17639","DB00531","DB00242","ACH-000090","prostate",-38.3057507902134,0,0.183239534497261
"192","5-Fluorouracil","CHEMBL17639","DB00544","DB00242","ACH-000655","brain",4.39254369948416,1,0.159109860658646
"193","5-Fluorouracil","CHEMBL17639","DB00544","DB00242","ACH-000273","brain",-13.009182788795,0,0.149243980646133
"194","5-Fluorouracil","CHEMBL17639","DB00544","DB00242","ACH-001151","ovary",-0.189044189937683,0,0.189820826053619
"195","5-Fluorouracil","CHEMBL17639","DB00544","DB00242","ACH-000825","lung",-0.35820618150275,0,0.178561970591545
"196","5-Fluorouracil","CHEMBL17639","DB00544","DB00242","ACH-000148","breast",-3.50166294862796,0,0.188945740461349
"197","methotrexate","CHEMBL17639","DB00563","DB00242","ACH-001151","ovary",-15.7874082900432,0,0.112118408083916
"198","methotrexate","CHEMBL17639","DB00563","DB00242","ACH-000825","lung",-8.58650895274245,0,0.0775391086935997
"199","methotrexate","CHEMBL17639","DB00563","DB00242","ACH-000817","haematopoietic_and_lymphoid",-22.7052808136556,0,0.0980305597186088
"200","methotrexate","CHEMBL17639","DB00563","DB00242","ACH-000019","breast",-6.35658346082828,0,0.0536329336464405
"201","methotrexate","CHEMBL17639","DB00563","DB00242","ACH-000428","kidney",-22.5411832063693,0,0.12752078473568
"202","vinblastine","CHEMBL17639","DB00570","DB00242","ACH-000046","kidney",-1.16673886516265,0,0.177783206105232
"203","vinblastine","CHEMBL17639","DB00570","DB00242","ACH-000649","kidney",1.10118331881067,1,0.182184010744095
"204","vinblastine","CHEMBL17639","DB00570","DB00242","ACH-001151","ovary",-2.21223915843767,0,0.243858739733696
"205","vinblastine","CHEMBL17639","DB00570","DB00242","ACH-000861","lung",-6.49152269275867,0,0.25059762597084
"206","vinblastine","CHEMBL17639","DB00570","DB00242","ACH-000551","haematopoietic_and_lymphoid",-5.72811128420237,0,0.183214500546455
"207","vinblastine","CHEMBL17639","DB00570","DB00242","ACH-000817","haematopoietic_and_lymphoid",3.46137749983304,1,0.206672042608261
"208","vinblastine","CHEMBL17639","DB00570","DB00242","ACH-000555","kidney",2.06421765959438,1,0.207465574145317
"209","vinblastine","CHEMBL17639","DB00570","DB00242","ACH-000232","brain",-1.91456661858131,0,0.244034841656685
"210","vinblastine","CHEMBL17639","DB00570","DB00242","ACH-000433","kidney",0.35158980136542,1,0.135454773902893
"211","vinblastine","CHEMBL17639","DB00570","DB00242","ACH-000997","large_intestine",-4.6467631733761,0,0.24800880253315
"212","etoposide","CHEMBL17639","DB00773","DB00242","ACH-000343","lung",-2.3543045367148,0,0.107492156326771
"213","etoposide","CHEMBL17639","DB00773","DB00242","ACH-000617","ovary",-2.89678038474343,0,0.177026450634003
"214","etoposide","CHEMBL17639","DB00773","DB00242","ACH-000696","ovary",-0.457450917180282,0,0.181553795933723
"215","etoposide","CHEMBL17639","DB00773","DB00242","ACH-000019","breast",-3.91209401446992,0,0.175504937767982
"216","etoposide","CHEMBL17639","DB00773","DB00242","ACH-000090","prostate",-3.81307474031134,0,0.215832903981209
"217","etoposide","CHEMBL17639","DB00773","DB00242","ACH-000969","large_intestine",-2.2094384013205,0,0.1621303409338
"218","paclitaxel","CHEMBL17639","DB01229","DB00242","ACH-000425","skin",-7.44078732879604,0,0.168168634176254
"219","paclitaxel","CHEMBL17639","DB01229","DB00242","ACH-000651","large_intestine",-0.831495519650035,0,0.169050574302673
"220","paclitaxel","CHEMBL17639","DB01229","DB00242","ACH-001151","ovary",-14.8048824247812,0,0.194497033953667
"221","paclitaxel","CHEMBL17639","DB01229","DB00242","ACH-000966","ovary",0.233586265575838,1,0.142521381378174
"222","paclitaxel","CHEMBL17639","DB01229","DB00242","ACH-000551","haematopoietic_and_lymphoid",0.465371747100425,1,0.141677439212799
"223","paclitaxel","CHEMBL17639","DB01229","DB00242","ACH-000579","skin",-8.65154211459201,0,0.112161032855511
"224","paclitaxel","CHEMBL17639","DB01229","DB00242","ACH-000433","kidney",-12.1492505207747,0,0.127939224243164
"225","paclitaxel","CHEMBL17639","DB01229","DB00242","ACH-000706","lung",-19.5043214377263,0,0.201722621917725
"226","paclitaxel","CHEMBL17639","DB01229","DB00242","ACH-000730","skin",-0.984464757764263,0,0.159411907196045
